"lang"
{
        "Language"                "schinese"
                "DOTA_Tooltip_ability_item_imba_power_treads_2_Note0"                       "有两双巨力靴时可以有多重效果，但是相同效果不叠加."
                "DOTA_Tooltip_ability_item_imba_power_treads_2_Lore"                        "一双厚实的皮靴，可以适应任何情况."
                "DOTA_Tooltip_ability_item_imba_power_treads_2_bonus_movement_speed"        "+$move_speed"
                "DOTA_Tooltip_ability_item_imba_power_treads_2_bonus_stat"                  "+$selected_attrib"
                "DOTA_Tooltip_Ability_item_imba_power_treads_2_bonus_attackspeed"           "+$attack"

                //=================================================================================================================
                // Mekansm
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_mekansm"                                    "梅肯斯姆"
                "DOTA_Tooltip_ability_item_imba_mekansm_Description"                        "<h1>主动：回复</h1>立即为 %heal_radius% 范围内友方单位回复 %heal_amount% 点生命值, 接着提供 %heal_percentage%%% 生命回复速度和 %heal_bonus_armor% 护甲 持续 %heal_duration% 秒.\n<h1>被动：梅肯斯姆光环 </h1> 为周围友方单位提供每秒 %aura_health_regen% 点生命回复."
                "DOTA_Tooltip_ability_item_imba_mekansm_Lore"                               "各种散件不知是怎样完美地组合起来，形成的散发着光芒的珠宝."
                "DOTA_Tooltip_ability_item_imba_mekansm_Note0"                              "初始回复随技能效果增强."
                "DOTA_Tooltip_ability_item_imba_mekansm_bonus_all_stats"                    "+$all"
                "DOTA_Tooltip_ability_item_imba_mekansm_bonus_armor"                        "+$armor"

                "DOTA_Tooltip_modifier_item_imba_mekansm_aura"                              "梅肯斯姆光环"
                "DOTA_Tooltip_modifier_item_imba_mekansm_aura_Description"                  "生命回复速度提升 %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

                "DOTA_Tooltip_modifier_item_imba_mekansm_heal"                              "回复"
                "DOTA_Tooltip_modifier_item_imba_mekansm_heal_Description"                  "提供 %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS_UNIQUE_ACTIVE% 护甲和每秒最大生命值%fMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%的回复速度 ."

                //=================================================================================================================
                // Mjollnir
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_mjollnir"                                   "雷神之锤 lv.1"
                "DOTA_Tooltip_ability_item_imba_mjollnir_Description"                       "<h1>主动：静电冲击</h1> 对目标单位施加一个静电护盾 护盾有 %static_proc_chance%%% 几率对 %static_radius% 范围内所有敌方单位释放闪电冲击, 伤害 <font color='#FF7800'>并短暂的减速敌方单位.</font>\n<h1>被动：连环闪电 </h1> 每次攻击有%proc_chance%%% 几率释放连环闪电 , 在%bounce_radius% 范围内的敌人之间跳跃, 造成伤害. <font color='#FF7800'>跳跃至没有目标单位.</font>"
                "DOTA_Tooltip_ability_item_imba_mjollnir_Lore"                              "索尔的魔法之锤，由矮人名匠布鲁克和艾崔打造."
                "DOTA_Tooltip_ability_item_imba_mjollnir_bounce_damage"                     "连环闪电伤害:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_static_duration"                   "静电冲击持续时间:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_static_damage"                     "静电冲击伤害:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_static_slow"                       "%静电触发概率:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_bonus_damage"                      "+$damage"
                "DOTA_Tooltip_ability_item_imba_mjollnir_bonus_as"                          "+$attack"

                "DOTA_Tooltip_Ability_item_imba_mjollnir_2"                                   "雷神之锤 lv.2"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_Description"                       "<h1>主动：静电冲击</h1> 对目标单位施加一个静电护盾 护盾有 %static_proc_chance%%% 几率对 %static_radius% 范围内所有敌方单位释放闪电冲击, 伤害 <font color='#FF7800'>并短暂的减速敌方单位.</font>\n<h1>被动：连环闪电 </h1> 每次攻击有%proc_chance%%% 几率释放连环闪电 , 在 %bounce_radius% 范围内的敌人之间跳跃, 造成伤害. <font color='#FF7800'>跳跃至没有目标单位.</font>"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_Lore"                              "索尔的魔法之锤，由矮人名匠布鲁克和艾崔打造."
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_bounce_damage"                     "连环闪电伤害:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_static_duration"                   "静电冲击持续时间:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_static_damage"                     "静电冲击伤害:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_static_slow"                       "%静电触发概率:"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_bonus_damage"                      "+$damage"
                "DOTA_Tooltip_ability_item_imba_mjollnir_2_bonus_as"                          "+$attack"

                "DOTA_Tooltip_modifier_item_imba_mjollnir_static"                                   "静电冲击"
                "DOTA_Tooltip_modifier_item_imba_mjollnir_static_Description"                       "用闪电抵挡伤害"

                "DOTA_Tooltip_modifier_item_imba_mjollnir_slow"                                     "静电冲击"
                "DOTA_Tooltip_modifier_item_imba_mjollnir_slow_Description"                         "降低了移速和攻速"

                //=================================================================================================================
                // Monkey King Bar
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_monkey_king_bar"                            "金箍棒"
                "DOTA_Tooltip_ability_item_imba_monkey_king_bar_Description"                "<h1>被动: 克敌机先</h1> 攻击无视闪避.\n<h1>被动：粉碎</h1> 每 %pulverize_count% 次攻击造成额外魔法伤害和晕眩.\n<h1><font color='#FF7800'>被动: 国王之手</font></h1> 对近战英雄提供 %bonus_range% 攻击距离 . 不对远程提供."
                "DOTA_Tooltip_ability_item_imba_monkey_king_bar_Lore"                       "美猴王的棍子可以伸缩自如，就像自己的身体一样."
                "DOTA_Tooltip_ability_item_imba_monkey_king_bar_pulverize_damage"           "粉碎伤害:"
                "DOTA_Tooltip_ability_item_imba_monkey_king_bar_bonus_damage"               "+$damage"

                //=================================================================================================================
                // Moon Shard
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_moon_shard"                                 "银月之晶"
                "DOTA_Tooltip_ability_item_imba_moon_shard_Description"                     "<h1>使用：吞噬</h1> 吞噬银月之晶，永久获得 %attack_speed_consume% 攻击速度 .<font color='#FF7800'>弱叠加."
                "DOTA_Tooltip_ability_item_imba_moon_shard_Lore"                            "相传这是月之女神赛莉蒙妮流下的一滴眼泪."
                "DOTA_Tooltip_ability_item_imba_moon_shard_attack_speed_passive"              "+$attack"
                "DOTA_Tooltip_ability_item_imba_moon_shard_bonus_night_vision"              "夜间视野加成:"

                "DOTA_Tooltip_modifier_moon_shard_consumed"                        "银月之晶"
                "DOTA_Tooltip_modifier_moon_shard_consumed_Description"            "增加了攻击速度和夜间视野"

                //=================================================================================================================
                // Morbid Mask
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_morbid_mask"                                "吸血面具"
                "DOTA_Tooltip_ability_item_imba_morbid_mask_Description"                    "<h1>被动：吸血</h1> 回复攻击造成伤害百分比的伤害. 与其他来源的吸血叠加，与自身不叠加."
                "DOTA_Tooltip_ability_item_imba_morbid_mask_Lore"                           "这个面具会吸取被它凝视之人的生命力."
                "DOTA_Tooltip_ability_item_imba_morbid_mask_damage_bonus"                   "+$damage"
                "DOTA_Tooltip_ability_item_imba_morbid_mask_lifesteal_pct"                  "%生命偷取:"
                
                //=================================================================================================================
                // Necronomicon 1-5
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_necronomicon"                               "死灵书"
                "DOTA_Tooltip_ability_item_imba_necronomicon_Description"                   "<h1>主动：召唤死灵</h1> 召唤一个死灵战士和死灵射手为你作战.<br><br><font color='#00FF40'>死灵战士:</font> 每次攻击燃烧魔法，并且对将其击杀的单位造成魔法伤害，拥有真实视野.<br><br><font color='#00FF40'>死灵射手:</font> 可以主动释放魔法燃烧技能并且有辅助光环.\n可升级."
                "DOTA_Tooltip_ability_item_imba_necronomicon_Lore"                          "借助亡灵术和恶魔学的终极奥义，强大的邪恶力量被封印在书页之内."
                "DOTA_Tooltip_ability_item_imba_necronomicon_bonus_intellect"               "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_bonus_strength"                "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_summon_duration"               "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_warrior_health"                "战士生命:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_archer_health"                 "射手生命:"
                
                "DOTA_Tooltip_Ability_item_imba_necronomicon_2"                             "死灵书 lv.2"
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_Description"                 "<h1>主动：召唤死灵</h1> 召唤一个死灵战士和死灵射手为你作战.<br><br><font color='#00FF40'>死灵战士:</font> 每次攻击燃烧魔法，并且对将其击杀的单位造成魔法伤害，拥有真实视野.<br><br><font color='#00FF40'>死灵射手:</font> 以主动释放魔法燃烧技能并且有一个辅助光环.\n可升级."
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_Lore"                        "借助亡灵术和恶魔学的终极奥义，强大的邪恶力量被封印在书页之内."
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_warrior_health"              "战士生命:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_2_archer_health"               "射手生命:"

                "DOTA_Tooltip_Ability_item_imba_necronomicon_3"                             "死灵书 lv.3"
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_Description"                 "<h1>主动：召唤死灵</h1> 召唤一个死灵战士和死灵射手为你作战.<br><br><font color='#00FF40'>死灵战士:</font> 每次攻击燃烧魔法，并且对将其击杀的单位造成魔法伤害，拥有真实视野和一个辅助光环.<br><br><font color='#00FF40'>死灵射手:</font> 以主动释放魔法燃烧技能并且有两个辅助光环.\n可升级."
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_Lore"                        "借助亡灵术和恶魔学的终极奥义，强大的邪恶力量被封印在书页之内."
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_warrior_health"              "战士生命:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_3_archer_health"               "射手生命:"

                "DOTA_Tooltip_Ability_item_imba_necronomicon_4"                             "死灵书 lv.4"
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_Description"                 "<h1>主动：召唤死灵</h1> 召唤一个死灵战士和死灵射手为你作战.<br><br><font color='#00FF40'>死灵战士:</font> 每次攻击燃烧魔法，并且对将其击杀的单位造成魔法伤害，拥有真实视野和两个辅助光环. <br><br><font color='#00FF40'>死灵射手:</font> 以主动释放魔法燃烧技能并且有三个辅助光环.\n可升级."
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_Lore"                        "借助亡灵术和恶魔学的终极奥义，强大的邪恶力量被封印在书页之内."
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_warrior_health"              "战士生命:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_4_archer_health"               "射手生命:"

                "DOTA_Tooltip_Ability_item_imba_necronomicon_5"                             "死灵书 (第一个版本)"
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_Description"                 "<h1>Active: 召唤远古之神</h1> 召唤一个死灵战士和死灵射手为你作战.<br><br><font color='#00FF40'>死灵战士:</font> 每次攻击燃烧魔法，并且对将其击杀的单位造成魔法伤害，拥有真实视野和三个辅助光环.<br><br><font color='#00FF40'>死灵射手:</font> 以主动释放魔法燃烧技能并且有三个辅助光环, 攻击范围内所有敌人."
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_Lore"                        "借助亡灵术和恶魔学的终极奥义，强大的邪恶力量被封印在书页之内."
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_bonus_intellect"             "+$int"
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_bonus_strength"              "+$str"
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_summon_duration"             "持续时间:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_warrior_health"              "战士生命:"
                "DOTA_Tooltip_ability_item_imba_necronomicon_5_archer_health"               "射手生命:"

                "DOTA_Tooltip_ability_imba_necronomicon_archer_multishot"                   "扩散攻击"
                "DOTA_Tooltip_ability_imba_necronomicon_archer_multishot_Description"       "同时攻击范围内的所有敌人."
                "DOTA_Tooltip_ability_imba_necronomicon_archer_multishot_Note0"             "忽略建筑物, 除非其是首要目标."
                "DOTA_Tooltip_ability_imba_necronomicon_archer_multishot_Lore"              "暗黑终结者不会每秒攻击上百次 - 它的攻击大多是虚幻的. 但是造成的伤痛却是真实的."                                   

                "npc_imba_necronomicon_warrior_1"                                           "死灵战士"
                "npc_imba_necronomicon_warrior_2"                                           "死灵战士 lv.2"
                "npc_imba_necronomicon_warrior_3"                                           "死灵战士 lv.3"
                "npc_imba_necronomicon_warrior_4"                                           "死灵战士 lv.4"
                "npc_imba_necronomicon_warrior_5"                                           "死灵之神"
                "npc_imba_necronomicon_archer_1"                                            "死灵射手"
                "npc_imba_necronomicon_archer_2"                                            "死灵射手 lv.2"
                "npc_imba_necronomicon_archer_3"                                            "死灵射手 lv.3"
                "npc_imba_necronomicon_archer_4"                                            "死灵射手 lv.4"
                "npc_imba_necronomicon_archer_5"                                            "暗黑终结者"

                //=================================================================================================================
                // Nether Wand
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_nether_wand"                                "幽冥法杖"
                "DOTA_Tooltip_ability_item_imba_nether_wand_Description"                    "<h1>被动: 幽冥燃烧</h1> 敌人每次受到攻击都会被邪恶之火点燃, 在%burn_duration% 秒内造成当前生命值dealing %burn_amount%%% 的魔法伤害 .\n<h1>被动: 幽冥之力</h1> 佩带者技能增强."
                "DOTA_Tooltip_ability_item_imba_nether_wand_Lore"                           "一个邪恶的法杖, 它的狂野能量几乎无法控制."
                "DOTA_Tooltip_ability_item_imba_nether_wand_Note0"                          "幽冥燃烧的伤害不会自我重置."
                "DOTA_Tooltip_ability_item_imba_nether_wand_Note1"                          "与以太之镜的技能增强不叠加."
                "DOTA_Tooltip_ability_item_imba_nether_wand_bonus_damage"                   "+$damage"
                "DOTA_Tooltip_ability_item_imba_nether_wand_bonus_as"                       "+$attack"
                "DOTA_Tooltip_ability_item_imba_nether_wand_bonus_intellect"                "+$int"
                "DOTA_Tooltip_ability_item_imba_nether_wand_spell_power"                    "%技能加强:"

                //=================================================================================================================
                // Occult Mask
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_occult_mask"                                "神秘面具"
                "DOTA_Tooltip_Ability_item_imba_occult_mask_Description"                    "<h1>被动: 暗黑灵魂</h1> 用黑暗精灵吞噬附近的敌人，持续吸取附近敌人单位的生命值. 每秒对附近%radius% 范围造成 %damage_per_second% 伤害 , 给予施法者失去的生命值."
                "DOTA_Tooltip_Ability_item_imba_occult_mask_Lore"                           "神秘起源的史诗面具."
                "DOTA_Tooltip_Ability_item_imba_occult_mask_Note0"                          "治疗使用者与伤害数值相同的生命."
                "DOTA_Tooltip_Ability_item_imba_occult_mask_Note1"                          "每隔0.5秒造成伤害."
                "DOTA_Tooltip_Ability_item_imba_occult_mask_bonus_damage"                   "+$damage"
                "DOTA_Tooltip_Ability_item_imba_occult_mask_bonus_strength"                 "+$str"

                "DOTA_Tooltip_modifier_imba_occult_mask_drain_debuff"                       "暗黑灵魂"
                "DOTA_Tooltip_modifier_imba_occult_mask_drain_debuff_Description"           "持续耗尽你的生命力."


                //=================================================================================================================
                // Octarine Core
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_octarine_core"                              "玲珑心"
                "DOTA_Tooltip_ability_item_imba_octarine_core_Description"                  "<h1>被动: 马格斯的至高无上 </h1> 所有技能和物品的冷却时间减少 %bonus_cooldown%%%.\n<h1>被动: 马格斯的意愿</h1> 提供 %spell_lifesteal%%%技能吸血.\n<h1><font color='#FF7800'>开关: 马格斯的存在</font></h1> 停止冷却时, 下一个技能的释放对周围敌人造成技能魔法消耗值的伤害."
                "DOTA_Tooltip_ability_item_imba_octarine_core_Lore"                         "位于法术技艺核心的，是只有身负异能之人才能感知的光带."
                "DOTA_Tooltip_ability_item_imba_octarine_core_Note0"                        "马格斯的存在造成魔法伤害. 尽管没有技能效果但是敌人会立即受到伤害."
                "DOTA_Tooltip_ability_item_imba_octarine_core_bonus_intelligence"           "+$int"
                "DOTA_Tooltip_ability_item_imba_octarine_core_bonus_health"                 "+$health"
                "DOTA_Tooltip_ability_item_imba_octarine_core_bonus_mana"                   "+$mana"
                "DOTA_Tooltip_ability_item_imba_octarine_core_bonus_health_regen"           "+$hp_regen"
                "DOTA_Tooltip_ability_item_imba_octarine_core_bonus_cooldown"               "%冷却降低:"      
                "DOTA_Tooltip_ability_item_imba_octarine_core_spell_lifesteal"              "%技能吸血:"
                "DOTA_Tooltip_ability_item_imba_octarine_core_blast_damage"                 "%献祭伤害:"

                //=================================================================================================================
                // Orb of Venom
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_orb_of_venom"                               "淬毒之珠"
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_Description"                   "<h1>被动：毒性攻击 </h1> - 使目标中毒, 近战和远程英雄持续造成不同伤害和减速."
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_Lore"                          "给你的毒器镀上毒蛇的毒液."
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_poison_damage"                 "毒性伤害:"
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_poison_movement_speed_melee"   "%近战减速:"
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_poison_movement_speed_range"   "%远程减速:"
                "DOTA_Tooltip_ability_item_imba_orb_of_venom_poison_duration"               "持续时间:"

                //=================================================================================================================
                // Orchid Malevolence
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_orchid"                                     "紫怨"
                "DOTA_Tooltip_ability_item_imba_orchid_Description"                         "<h1>主动：灵魂燃烧</h1> 沉默目标单位 %silence_duration% 秒. 沉默结束后所受伤害的 %silence_damage_percent%%% 将以额外魔法伤害的形式结算.\n<h1><font color='#FF7800'>被动: 怨恨能量 </font></h1>提供 +%spell_power% 技能增强."
                "DOTA_Tooltip_ability_item_imba_orchid_Lore"                                "一颗诞自火焰恶魔精华的榴石."
                "DOTA_Tooltip_ability_item_imba_orchid_Note0"                               "紫苑升级物品的技能增强与自身不叠加."
                "DOTA_Tooltip_ability_item_imba_orchid_bonus_intellect"                     "+$int"
                "DOTA_Tooltip_ability_item_imba_orchid_bonus_attack_speed"                  "+$attack"
                "DOTA_Tooltip_ability_item_imba_orchid_bonus_damage"                        "+$damage"
                "DOTA_Tooltip_ability_item_imba_orchid_bonus_mana_regen"                    "%+$mana_regen"
                "DOTA_Tooltip_ability_item_imba_orchid_spell_power"                         "%技能:"

                "DOTA_Tooltip_modifier_item_imba_orchid_debuff"                             "灵魂燃烧"
                "DOTA_Tooltip_modifier_item_imba_orchid_debuff_Description"                 "沉默. 沉默接受后受到魔法伤害"

                //=================================================================================================================
                // Pipe of Insight
                //=================================================================================================================

                "DOTA_Tooltip_ability_item_imba_pipe"                                      "洞察烟斗"
                "DOTA_Tooltip_ability_item_imba_pipe_Description"                          "<h1>主动：魔法护盾</h1> 为 %aura_radius% 范围内友方单位提供一个可以吸收最多 %shield_health% 魔法伤害的魔法盾,<font color='#FF7800'>提供一个增益效果保护魔法抗性使其不低于 %unreducable_magic_resist%%%.</font> \n<h1>被动：洞察光环</h1> 附近 %aura_range% 范围内友方单位魔法抗性提升 %aura_bonus_magic_resist%%%, 生命回复速度提升 %aura_bonus_health_regen% <font color='#FF7800'>刚毅提升 %aura_tenacity_pct%%%</font>.<br> 友方单位受魔法护盾影响时，刚毅额外提升 %active_tenacity_pct%%%."
                "DOTA_Tooltip_ability_item_imba_pipe_Note0"                                "魔法护盾不能被任何方式驱散."
                "DOTA_Tooltip_ability_item_imba_pipe_Note1"                                "即使魔法护盾被打破。护盾依然持续提供魔法抗性增益效果."
                "DOTA_Tooltip_ability_item_imba_pipe_Lore"                                 "一件来源神秘的强大古物，能制造出抵挡法术攻击的护盾."
                "DOTA_Tooltip_ability_item_imba_pipe_bonus_health_regen"                   "+$hp_regen"
                "DOTA_Tooltip_ability_item_imba_pipe_bonus_magic_resist"                   "%额外魔法抗性:"                        
                "DOTA_Tooltip_ability_item_imba_pipe_aura_radius"                          "光环范围:"        
                "DOTA_Tooltip_ability_item_imba_pipe_unreducable_magic_resist"             "%主动持续时间内最低魔抗:"
                "DOTA_Tooltip_ability_item_imba_pipe_duration"                             "持续时间:"

                "DOTA_Tooltip_modifier_imba_pipe_aura"                                     "洞察光环"
                "DOTA_Tooltip_modifier_imba_pipe_aura_Description"                         "获得额外的生命回复速度和魔法抗性. 负面状态持续时间减少."

                "DOTA_Tooltip_modifier_imba_pipe_active_bonus"                             "魔法护盾"
                "DOTA_Tooltip_modifier_imba_pipe_active_bonus_Description"                 "你的魔法抗性不能被减免到某个特定值以下."
                
                //=================================================================================================================
                // Poor Man's Shield
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_poor_mans_shield"                           "穷鬼盾"
                "DOTA_Tooltip_ability_item_imba_poor_mans_shield_Description"               "<h1>被动: 伤害格挡</h1> 格挡部分伤害.远程英雄格挡效果是近战的 60%% ."
                "DOTA_Tooltip_ability_item_imba_poor_mans_shield_Lore"                      "一块破旧的老式盾牌，格挡效果却比想象中好."
                "DOTA_Tooltip_ability_item_imba_poor_mans_shield_Note0"                     "来自于圆盾 穷鬼盾 先锋盾, 卡拉明的图特拉盘的伤害格挡不会相互叠加."
                "DOTA_Tooltip_ability_item_imba_poor_mans_shield_bonus_stats"                 "+$all"
                "DOTA_Tooltip_ability_item_imba_poor_mans_shield_damage_block"              "伤害格挡:"

                //=================================================================================================================
                // Purgeblade
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_diffusal_blade_2"                           "净魂之刃"
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_Description"               "<h1>主动: 燃烧</h1> 净化一个目标，移除可净化的增益状态并减速.<font color='#FF7800'> 每个增益状态被移除时立即燃烧 %dispel_burn%魔法, 造成相应的魔法伤害.</font> 持续时间结束后减速效果消失. 非英雄单位被缠绕 %root_duration% 秒.\n<h1>被动：破法</h1> 攻击燃烧 %mana_burn% 魔法造成相应的物理伤害.\n<h1><font color='#FF7800'>被动: 燃烧魔法</font></h1> 每次攻击有 %dispel_chance_pct%%% 几率移除敌人一个随机的增益状态,同时燃烧 %dispel_burn% 魔法造成相应魔法伤害."
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_Note0"                     "魔法燃烧少量作用于幻想, 燃烧25点魔法. 对技能免疫不可用."
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_Note1"                     "来源于不同净魂之刃及升级物品的魔法燃烧不能叠加."
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_Lore"                      "传说中的戈德克之剑."
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_total_slow_duration"       "净化减速时间:"
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_initial_charges"           "净化充能:"
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_mana_burn"                 "每次攻击燃烧魔法:"        
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_bonus_agi"                 "+$agi"
                "DOTA_Tooltip_ability_item_imba_diffusal_blade_2_bonus_int"                 "+$int"

                //=================================================================================================================
                // Radiance
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_radiance"                                   "辉耀"
                "DOTA_Tooltip_ability_item_imba_radiance_Description"                       "<h1>开关：辉耀灼烧</h1> 开启后辉耀灼烧敌人每秒造成 %base_damage% 伤害, 攻击有 %miss_chance%%% 几率被闪避.\n<h1><font color='#FF7800'>被动：日光灼烧</font></h1> 造成等同于目标当前生命值%extra_damage%%% 的额外伤害.\n<h1><font color='#FF7800'>被动: 余烬</font></h1> 离开范围后灼烧持续额外几秒. 敌方单位在范围内每逗留 %stack_decay%秒会被灼烧1秒 ."   
                "DOTA_Tooltip_ability_item_imba_radiance_Lore"                              "一把神圣的武器，剑身的耀眼光芒能将敌人化为灰烬."
                "DOTA_Tooltip_ability_item_imba_radiance_Note0"                             "幻想不会承受余烬."
                "DOTA_Tooltip_ability_item_imba_radiance_Note1"                             "在同时受到普通灼烧和余烬灼烧时，余烬灼烧停止."
                "DOTA_Tooltip_ability_item_imba_radiance_base_damage"                       "每秒伤害:"
                "DOTA_Tooltip_ability_item_imba_radiance_miss_chance"                       "%闪避概率:"
                "DOTA_Tooltip_ability_item_imba_radiance_bonus_damage"                      "+$damage"

                "DOTA_Tooltip_modifier_imba_radiance_burn"                                  "辉耀灼烧"
                "DOTA_Tooltip_modifier_imba_radiance_burn_Description"                      "致盲并持续对范围内地方造成伤害."

                "DOTA_Tooltip_modifier_imba_radiance_afterburn"                             "辉耀余烬"
                "DOTA_Tooltip_modifier_imba_radiance_afterburn_Description"                 "致盲并持续造成伤害直到叠加层数消失"

                //=================================================================================================================
                // Reverb Sabre
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_reverb_rapier"                              "混响战刃"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_Description"                  "<h1>被动: 卓越混响</h1> 技能冷却完成时, 可以快速攻击 <font color='#FF7800'>three</font> 次. 3重攻击提供 %slow_duration% 秒 %movement_slow%%% 移动速度和攻击速度的减免.\n<h1><font color='#FF7800'>被动: 远处的爆炸</font></h1> 可以被远程使用,冷却时间更长."
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_Lore"                         "面对将两把回音战刃合成为一把的挑战时, 这座被毁坏的城市管理者问自己能不能面对，而不是应不应该."
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_Note0"                        "提供720攻击速度或当前攻速的三倍，取其最高者直到下次攻击."
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_bonus_intellect"              "+$int"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_bonus_strength"               "+$str"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_bonus_attack_speed"           "+$attack"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_bonus_damage"                 "+$damage"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_bonus_mana_regen"             "%+$mana_regen"
                "DOTA_Tooltip_ability_item_imba_reverb_rapier_ranged_cooldown"              "远程冷却时间:"

                "DOTA_Tooltip_modifier_item_imba_reverb_rapier_slow"                        "混响剑"
                "DOTA_Tooltip_modifier_item_imba_reverb_rapier_slow_Description"            "降低了移速和攻速"

                //=================================================================================================================
                // Rusty Old Shotgun
                //=================================================================================================================

                "DOTA_Tooltip_Ability_item_imba_shotgun"                                    "老式双管猎枪"
